ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
tomo1244-1-0370,tomo1244-1,banana,mao,"m=mao (sg), ne=mao (sg), ro=mao (du), e=mao (pl)",is this /mau/ or /mao/?,BarlowKillian2023
tomo1244-1-0371,tomo1244-1,tree sp. (Indian coral; TP: balbal),mdip,"ne=mdip (sg), e=mdip (pl)",Simon Mangil: <mdip>,BarlowKillian2023
tomo1244-1-0372,tomo1244-1,yam sp. (TP: mami),misa,buŋ-misa (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0373,tomo1244-1,"fruit; meat of coconut, areca nut, pandanus; pulp of a palm or tree; innards",mita,e=mita (pl); mita e=n (3sg),loan from Sulka? (cf. Parkinson 1907: 778: <ka mīt> 'Frucht' ['fruit']),BarlowKillian2023
tomo1244-1-0374,tomo1244-1,coconut cream,mlep,,or is this /m=lep/?,BarlowKillian2023
tomo1244-1-0375,tomo1244-1,yam sp. (white-and-yellow yam),mliu,,or is this /m=liu/?,BarlowKillian2023
tomo1244-1-0376,tomo1244-1,tree sp. (pine tree),mobiu,,is this different from /mabiu/ 'island lychee'?,BarlowKillian2023
tomo1244-1-0377,tomo1244-1,fruit sp.,morosi,,perhaps a type of citrus fruit,BarlowKillian2023
tomo1244-1-0378,tomo1244-1,taro sp. (described as 'thunderstrike' taro),motomlap,,literally 'blood hit'?,BarlowKillian2023
tomo1244-1-0379,tomo1244-1,plant sp.,msin,,derived from an adejctive /sin/?,BarlowKillian2023
tomo1244-1-0380,tomo1244-1,citrus fruit,mulie,,loan from Tok Pisin /muli/ 'citrus fruit',BarlowKillian2023
tomo1244-1-0381,tomo1244-1,chewed-up betel nut (TP: meme),mum,m=mum (sg),,BarlowKillian2023
tomo1244-1-0382,tomo1244-1,taro,muop,"ne=muop (sg), e=muop (pl); buŋ-muop (prefix /buŋ-/)",same as 'navel'?,BarlowKillian2023
tomo1244-1-0383,tomo1244-1,plant sp.,nek,e=nek (pl),same as 'trash'?,BarlowKillian2023
tomo1244-1-0384,tomo1244-1,lime (TP: kambang),nobeŋ,e=hobeŋ (pl),from *n-hobeŋ?; cf. /hobeŋ/ 'lime (plural)',BarlowKillian2023
tomo1244-1-0385,tomo1244-1,coconut frond midrib (used as a broom),nok,,Simon Mangil: <nok>,BarlowKillian2023
tomo1244-1-0386,tomo1244-1,vine sp. (vine with thorns used to make needles),ŋaerap,,,BarlowKillian2023
tomo1244-1-0387,tomo1244-1,"tree sp. (Canarium tree, galip nut)",ŋali,ka-ŋali (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0388,tomo1244-1,cane grass (TP: pitpit),ŋapa,,same as 'roe'?,BarlowKillian2023
tomo1244-1-0389,tomo1244-1,tree sp. (hibiscus tree; TP: mangas),ŋi,e=ŋi (pl); ka-ŋi (prefix /ka-/),"also /teme/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0390,tomo1244-1,eye side of coconut shell,ŋom a bulme,,literally 'eye of fruit-coconut',BarlowKillian2023
tomo1244-1-0391,tomo1244-1,yam mound,ŋoup,,,BarlowKillian2023
tomo1244-1-0392,tomo1244-1,tree sp. (hardwood tree [New Guinea teak?]; TP: garamut),olsak,e=olsak (pl); ka-olsak (prefix /ka-/),initial /o-/ is unexpected; is [o] from /au/?,BarlowKillian2023
tomo1244-1-0393,tomo1244-1,fruit sp.,pae,,perhaps a type of citrus fruit,BarlowKillian2023
tomo1244-1-0394,tomo1244-1,coconut frond (TP: pangal),pagas,la-pagas ('piece of frond') (prefix /la-/),Simon Mangil: <pgas> or <pagas>; loan from Mengen? (cf. Madden 2006: 33: <pagasi> 'coconut branch'),BarlowKillian2023
tomo1244-1-0395,tomo1244-1,mushroom,palieŋ,,same as 'ear'?; also /lieŋ/,BarlowKillian2023
tomo1244-1-0396,tomo1244-1,young areca palm,pama,e=pama (pl); ka-pama (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0397,tomo1244-1,fruit sp.,pamalo,,perhaps a type of citrus fruit; loan from Tok Pisin /pomelo/ 'pomelo'?,BarlowKillian2023
tomo1244-1-0398,tomo1244-1,pandanus sp. (used for thatch roofs and mats; also eaten),para,"e=para (pk); ka-para (prefix /ka-/), buŋ-para (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0399,tomo1244-1,branch,pehe,e=pehe (pl); pehe=n (3sg),cf. /he/ 'stick'; usually possessed; also /rahe/,BarlowKillian2023
tomo1244-1-0400,tomo1244-1,cordyline plant (TP: tanget); skirt for women (grass skirt; TP: purpur),piel,"e=piel (pl); ra-piel (prefix /ra-/), e=ra-piel (pl)",,BarlowKillian2023
tomo1244-1-0401,tomo1244-1,bark of a tree,pla uβe,,literally 'skin tree',BarlowKillian2023
tomo1244-1-0402,tomo1244-1,bark,plahe,e=plahe (pl),from /pla/ 'skin' with /he/ 'stick',BarlowKillian2023
tomo1244-1-0403,tomo1244-1,plant sp. (plant used as perfume),pora,e=pora (pl); buŋ-pora (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0404,tomo1244-1,sago,prae,,loan from Tok Pisin /praim (saksak)/ 'fried (sago)'; also /saksak/,BarlowKillian2023
tomo1244-1-0405,tomo1244-1,buttress root sp.,pto,"pto e=n (3sg); ne=pto (sg), e=pto (pl)",cf. Ross (1980): <eptolon> '(his) bone'; sometimes pronounced [to],BarlowKillian2023
tomo1244-1-0406,tomo1244-1,betel pepper seed,puk ul,,literally 'piece betel pepper',BarlowKillian2023
tomo1244-1-0407,tomo1244-1,tree sp. (walnut tree),puro,,,BarlowKillian2023
tomo1244-1-0408,tomo1244-1,breadfruit leaf,rabiria,,prefix /ra-/ with /biria/ 'breadfruit',BarlowKillian2023
tomo1244-1-0409,tomo1244-1,areca leaf,rabu,e=ra-bu (pl) (prefix /ra-/),prefix /ra-/ with /bu/ 'areca',BarlowKillian2023
tomo1244-1-0410,tomo1244-1,tobacco leaf,rabuolak,,prefix /ra-/ with /buolak/ 'tobacco',BarlowKillian2023
tomo1244-1-0411,tomo1244-1,coconut bark fiber,rabus,,prefix /ra-/?,BarlowKillian2023
tomo1244-1-0412,tomo1244-1,yam leaf,rahian,,prefix /ra-/ with /hian/ 'yam',BarlowKillian2023
tomo1244-1-0413,tomo1244-1,coconut leaf (TP: bombom),ralme,e=ra-lme (pl) (prefix /ra-/),prefix /ra-/ with /lme/ 'coconut',BarlowKillian2023
tomo1244-1-0414,tomo1244-1,banana leaf,ramao,e=ra-mao (pl) (prefix /ra-/),prefix /ra-/ 'leaf' with /mao/ 'banana'; also /talu,BarlowKillian2023
tomo1244-1-0415,tomo1244-1,leaf of the hibiscus tree,raŋi,,prefix /ra-/ with /ŋi/ 'hibiscus tree',BarlowKillian2023
tomo1244-1-0416,tomo1244-1,pandanus leaf,rapara,,prefix /ra-/ with /para/ 'pandanus',BarlowKillian2023
tomo1244-1-0417,tomo1244-1,taro sp. (red taro planted by water),rarae,,prefix /ra-/?,BarlowKillian2023
tomo1244-1-0418,tomo1244-1,betel pepper leaf (TP: lip daka),raul,,prefix /ra-/ with /ul/ 'betel pepper',BarlowKillian2023
tomo1244-1-0419,tomo1244-1,leaf of the ilimo tree,raulum,,prefix /ra-/ with /ulum/ 'ilimo tree',BarlowKillian2023
tomo1244-1-0420,tomo1244-1,palm flower,rihi,"ne=rihi (sg), e=rihi (pl)",,BarlowKillian2023
tomo1244-1-0421,tomo1244-1,fuzz (TP: mosong),rir,,or is this /orir/? (but initial /o-/ is unexpected); cf. /βrik/ 'dew',BarlowKillian2023
tomo1244-1-0422,tomo1244-1,leaf,ro,"ne=ro (sg), e=ro (pl); raro (prefix /ra-/), ne=raro (sg)",cf. class term /ra-/,BarlowKillian2023
tomo1244-1-0423,tomo1244-1,sago,saksak,,loan from Tok Pisin /saksak/ 'sago'; also /prae/,BarlowKillian2023
tomo1244-1-0424,tomo1244-1,arecoid palm sp. (wild arecoid palm),salo,,also /silo/,BarlowKillian2023
tomo1244-1-0425,tomo1244-1,plant sp. (plant used as perfume),serende,,,BarlowKillian2023
tomo1244-1-0426,tomo1244-1,arecoid palm sp. (wild arecoid palm),silo,ka-silo (prefix /ka-/),also /salo/,BarlowKillian2023
tomo1244-1-0427,tomo1244-1,"dry areca nut, old areca nut",sok,m-sok (prefix /me-/?),or is this an adjective?,BarlowKillian2023
tomo1244-1-0428,tomo1244-1,yam sp. (purple yam),sos,,,BarlowKillian2023
tomo1244-1-0429,tomo1244-1,banana leaf,talu,e=talu (pl); ra-talu (prefix /ra-/),also /ramao/,BarlowKillian2023
tomo1244-1-0430,tomo1244-1,dry coconut,tarai,buŋ-tarai (prefix /buŋ-/),loan from Tok Pisin /drai/ 'dry (coconut)',BarlowKillian2023
tomo1244-1-0431,tomo1244-1,tree sp. (sea almond tree; TP: talis),tli,,,BarlowKillian2023
tomo1244-1-0432,tomo1244-1,rattan cane (TP: kanda),ton,"n=don (sg) (?), e=ton (pl); ka-ton (prefix /ka-/), ra-ton (prefix /ra-/)",,BarlowKillian2023
tomo1244-1-0433,tomo1244-1,"lime spatula, lime stick",toŋkue,ka-toŋkue (prefix /ka-/),"also /nopige/ or /nopihe/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0434,tomo1244-1,cassava,topiok,"e=topiok (pl); buŋ-topiok (prefix /buŋ-/), ka-topiok (prefix /ka-/)",loan from Tok Pisin /tapiok/ 'cassava'; also /buol/,BarlowKillian2023
tomo1244-1-0435,tomo1244-1,taro sp. (green taro with purple stripes),torio,,,BarlowKillian2023
tomo1244-1-0436,tomo1244-1,vegetable sp. (TP: aibika),uʝe,"e=uʝe (pl); ka-uʝe (prefix /ka-/), ra-uʝe (prefix /ra-/)","Simon Mangil: <wye>? <uuye> ""double-u y e""",BarlowKillian2023
tomo1244-1-0437,tomo1244-1,betel pepper (TP: daka),ul,e=ul (pl); buŋ-ul (prefix /buŋ-/),also /beul/,BarlowKillian2023
tomo1244-1-0438,tomo1244-1,wild betel pepper,ul blik,e=ul blik (pl),"literally 'betel pepper bad'?; or, 'betel pepper cuscus'?",BarlowKillian2023
tomo1244-1-0439,tomo1244-1,tree sp. (ilimo tree; TP: erima),ulum,e=ulum (pl); ka-ulum (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0440,tomo1244-1,tree,uβe,ne=uβe (sg),the underlying form is uncertain,BarlowKillian2023
tomo1244-1-0441,tomo1244-1,fattened palm stem used for flooring (TP: limbum),βagam,,,BarlowKillian2023
tomo1244-1-0442,tomo1244-1,"tree sp. (hardwood tree, TP: kalopilum)",βaŋa,e=βaŋa (pl),,BarlowKillian2023
tomo1244-1-0443,tomo1244-1,lime container (gourd sp.),βaŋgrem,,,BarlowKillian2023
tomo1244-1-0444,tomo1244-1,vegetable sp. (bean with black seeds),βat,,,BarlowKillian2023
tomo1244-1-0445,tomo1244-1,plant sp. (plant used as perfume),βaβen,,,BarlowKillian2023
tomo1244-1-0446,tomo1244-1,yam sp. (yam shaped like a coiling snake),βim,,,BarlowKillian2023
tomo1244-1-0447,tomo1244-1,fruit sp. (mango),βoi,buŋ-βoi (prefix /buŋ-/) ra-βoi ('mango leaf') (prefix /ra-/),the underlying form is uncertain,BarlowKillian2023
tomo1244-1-0448,tomo1244-1,vine sp. (vine used to make fishing hooks),βuŋglie,ka-βuŋglie (prefix /ka-/),cf. /glie/ 'shield',BarlowKillian2023
tomo1244-1-0449,tomo1244-1,beam (of sunlight),ban,ŋ=ha m=ban (sg),"cf. /ban/ 'to shine', based on Ross (1980)",BarlowKillian2023
tomo1244-1-0450,tomo1244-1,night,beŋ,"m=beŋ (sg), ne=m=beŋ (sg) (double singular marking?), e=beŋ (pl)",,BarlowKillian2023
tomo1244-1-0451,tomo1244-1,plain,biam,,cf. Grace (1955a): <biam> 'mat',BarlowKillian2023
tomo1244-1-0452,tomo1244-1,"creek, ditch",buom,"m=buom (sg), e=buom (pl)",Simon Mangil: <buom>,BarlowKillian2023
tomo1244-1-0453,tomo1244-1,"forest, woods, jungle",burdel,,"prefix /bur-/, from prefix /buŋ-/, with /del/ 'grass'?; literally 'thick grassland'?",BarlowKillian2023
tomo1244-1-0454,tomo1244-1,smoke; cigarette,burmil,"ne=burmil (sg), e=burmil (pl)","prefix /bur-/, from prefix /buŋ-/?; cf. /gomil/ 'cloud'",BarlowKillian2023
tomo1244-1-0455,tomo1244-1,"headwater, river source",deli e nuʝe,,literally 'mouth of water',BarlowKillian2023
tomo1244-1-0456,tomo1244-1,earthquake,delkin,,cf. /del/ 'grass'; cf. /kinkin/ 'ache',BarlowKillian2023
tomo1244-1-0457,tomo1244-1,"shadow, shade; soul, spirit",do,"do-n (3sg); ne=do-n (3sg)/(sg), e=do-n (3sg)/(pl)",,BarlowKillian2023
tomo1244-1-0458,tomo1244-1,swamp,dran,"n=dran (sg), e=ndran (pl) (?) (heavy prenasalization?)",also /βaker niu/,BarlowKillian2023
tomo1244-1-0459,tomo1244-1,cloud,gomil,e=gomil (pl); buŋ-gomil (prefix /buŋ-/),"also /βarhek/; /iga/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0460,tomo1244-1,cold place; ice,gon,e=gon (pl),,BarlowKillian2023
tomo1244-1-0461,tomo1244-1,Milky Way,gur,,the appearance of the Milky Way foretells a death,BarlowKillian2023
tomo1244-1-0462,tomo1244-1,sun; daytime; day (countable); time,ha,"ŋ=ha (sg), e=ha (pl)",same as 'to bite'?; this word almost always has a singular marker: /ŋ=ha/; Simon Mangil: <ngha>,BarlowKillian2023
tomo1244-1-0463,tomo1244-1,sky,heam,,also /hiam/; cf. Grace (1955a) <hɛam>,BarlowKillian2023
tomo1244-1-0464,tomo1244-1,rains (plural),her,e=her (pl),/h/ might imply plural; cf. /ner/ 'rain',BarlowKillian2023
tomo1244-1-0465,tomo1244-1,sky,hiam,,also /heam/,BarlowKillian2023
tomo1244-1-0466,tomo1244-1,ashes; dust,ho,"ŋ=ho (sg), ne=ho (sg), e=ho (pl), e=ŋho (pl) (?); ŋ=ho lo-n (3sg)/(sg)",or /ŋ/ is analyzed as part of root: /ŋho/,BarlowKillian2023
tomo1244-1-0467,tomo1244-1,charcoal,hodiŋtoŋ,e=hodiŋtoŋ (pl),literally 'ash thorn black'?,BarlowKillian2023
tomo1244-1-0468,tomo1244-1,year; peace ceremony,hona,e=hona (pl),,BarlowKillian2023
tomo1244-1-0469,tomo1244-1,wind; heart,iluk,e=iluk (pl); iluk lo-n (3sg),Simon Mangil: <iluk>; cf. Kol <ˈilu> 'wind' (Lindrud 1980: 180),BarlowKillian2023
tomo1244-1-0470,tomo1244-1,fire,ʝu,"n=ʝu [niu] (sg), e=ʝu (pl)","same as 'hair'?; this word almost always occurs with /n=/, which may be part of the root: it is pronounced with a diphthong: [niu]; possible reanalysis of singular /n/; cf. /kaʝu/ 'lit piece of firewood'",BarlowKillian2023
tomo1244-1-0471,tomo1244-1,reef,kade,e=kade (pl),prefix /ka-/?; related to /nde/ 'ocean'?,BarlowKillian2023
tomo1244-1-0472,tomo1244-1,lit piece of firewood,kaʝu,,prefix /ka-/ with /ʝu/ 'fire'; same as 'body hair'?,BarlowKillian2023
tomo1244-1-0473,tomo1244-1,lagoon,kakβal,,"prefix /ka-/?; or, is this related to /kakae/ 'small'?",BarlowKillian2023
tomo1244-1-0474,tomo1244-1,breeze,kame,,cf. /kame-/ 'knuckle',BarlowKillian2023
tomo1244-1-0475,tomo1244-1,moon; month,kaŋ,"ne=kaŋ (sg), e=kaŋ (pl); buŋ-kaŋ (prefix /buŋ-/)",loan from Sulka? (cf. Parkinson 1907: 779: <a kienho> 'Mond' ['moon']; cf. Lindrud 1980: 178: <aḳeᵋŋho> 'moon'); same as 'conch sp.'?; also /pu/?,BarlowKillian2023
tomo1244-1-0476,tomo1244-1,ashpit,kaŋho,,contains /ho/ 'ashes'; related to /kaŋ/ 'moon'?,BarlowKillian2023
tomo1244-1-0477,tomo1244-1,rainbow,kapietom,e=kapietom (pl),prefix /ka-/?,BarlowKillian2023
tomo1244-1-0478,tomo1244-1,"forest, woods, jungle",kariŋ,"e=kariŋ (pl), e=riŋ (pl) (without prefix /ka-/?)",same as 'to scratch'?; also /ledel/,BarlowKillian2023
tomo1244-1-0479,tomo1244-1,whirlpool,kelkel,,reduplication; cf. Grace (1955a): <kɛlkɛl> 'float',BarlowKillian2023
tomo1244-1-0480,tomo1244-1,sand; rice,kin,"ŋ=kin (sg), n=kin (sg) (?); e=kin (pl)",variable singular marking possible? (cf. Parkinson 1907: 779: <nkin> 'Sand' ['sand']),BarlowKillian2023
tomo1244-1-0481,tomo1244-1,darkness,kinero,,,BarlowKillian2023
tomo1244-1-0482,tomo1244-1,fallow garden (a garden that has become overgrown),kiβa,,,BarlowKillian2023
tomo1244-1-0483,tomo1244-1,Pleiades,knomsa,,there is a story relating the Pleiades to fireflies,BarlowKillian2023
tomo1244-1-0484,tomo1244-1,"river mouth, estuary",kobi e nuʝe,ne=kobi e nuʝe (sg),literally 'bottom of water',BarlowKillian2023
tomo1244-1-0485,tomo1244-1,shadow,konun,,,BarlowKillian2023
tomo1244-1-0486,tomo1244-1,mountain ridge,kore,,,BarlowKillian2023
tomo1244-1-0487,tomo1244-1,thunder,kuluŋ,e=kuluŋ (pl),"also /ner lap/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0488,tomo1244-1,spring,kurur,,reduplication,BarlowKillian2023
tomo1244-1-0489,tomo1244-1,tide,lel,,,BarlowKillian2023
tomo1244-1-0490,tomo1244-1,garden,lero,e=lero (pl); buŋ-lero (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0491,tomo1244-1,"lake, pond",liep,ne=liep (sg),Simon Mangil: <liep>,BarlowKillian2023
tomo1244-1-0492,tomo1244-1,stone type (flintstone),lioŋgil,,,BarlowKillian2023
tomo1244-1-0493,tomo1244-1,flood,lo,,same as 'full'?,BarlowKillian2023
tomo1244-1-0494,tomo1244-1,"afternoon, evening",loʝok,e=loʝok (pl),contains preposition /lo/?,BarlowKillian2023
tomo1244-1-0495,tomo1244-1,island,luta,"buŋ-luta ('round island') (prefix /buŋ-/), ka-luta ('long island') (prefix /ka-/)",,BarlowKillian2023
tomo1244-1-0496,tomo1244-1,mainland,luta pur,,literally 'island big',BarlowKillian2023
tomo1244-1-0497,tomo1244-1,mountain,manir,"e=manir (pl), buŋ-manir (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0498,tomo1244-1,lightning,msiŋ,e=msiŋ (pl),"reanalyzed prefix /me-/? (cf. /siŋ/ 'to cut'); also /barap/, based on Grace (1955a); /ner timsiŋ/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0499,tomo1244-1,landslide,muko,ne=muko (sg),,BarlowKillian2023
tomo1244-1-0500,tomo1244-1,"earth, soil, ground",ndan,"e=ndan (pl), e=tan (pl) (?)",reanalyzed singular /n=/?; same as 'brown ant'?,BarlowKillian2023
tomo1244-1-0501,tomo1244-1,"sea, ocean; salt",nde,"ne=nde (sg), e=nde (pl)",reanalyzed singular /n=/?; Simon Mangil: <nde>,BarlowKillian2023
tomo1244-1-0502,tomo1244-1,rain,ner,ne=ner (sg) (double singular marking?); e=her (pl); buŋ-ner ('raindrop') (prefix /buŋ-/),from *n-herV? ; cf. /her/ 'rains',BarlowKillian2023
tomo1244-1-0503,tomo1244-1,"water, river; milk",nuʝe,"e=nuʝe (pl), e=uʝe (pl) (?); buŋ-nuʝe ('cup of water') (prefix /buŋ-/)",reanalyzed singular /n=/?; Simon Mangil: <nuye>,BarlowKillian2023
tomo1244-1-0504,tomo1244-1,river,nuʝe pur,,literally 'water big',BarlowKillian2023
tomo1244-1-0505,tomo1244-1,swamp,ŋainker,,also /ndran/,BarlowKillian2023
tomo1244-1-0506,tomo1244-1,wave,ŋolte,,,BarlowKillian2023
tomo1244-1-0507,tomo1244-1,"beach, shore",ŋoma nde,"e=ŋoma nde (pl), ka-ŋoma nde (prefix /ka-/)",literally 'eye [of] sea',BarlowKillian2023
tomo1244-1-0508,tomo1244-1,riverbank,ŋoma nuʝe,ka-ŋoma nuʝe (prefix /ka-/),literally 'eye [of] water',BarlowKillian2023
tomo1244-1-0509,tomo1244-1,bridge; table,pala,ne=pala (sg); da-pala (prefix /da-/),cf. Grace (1955a): <pa·la> 'nest',BarlowKillian2023
tomo1244-1-0510,tomo1244-1,"stone, rock; coin money",per,"m=per (sg), e=per (sg); buŋ-per (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0511,tomo1244-1,mud,ptak,e=ptak (pl),cf. Grace (1955a): <ptak> 'ground',BarlowKillian2023
tomo1244-1-0512,tomo1244-1,"moon, month (archaic) (?)",pu,m=pu (sg),"as found in /motom mpu/ 'menses', meaning is uncertain; same as 'to go'?; also /kaŋ/",BarlowKillian2023
tomo1244-1-0513,tomo1244-1,piece of wood; firewood,puk he,e=puk he (pl),literally 'piece stick',BarlowKillian2023
tomo1244-1-0514,tomo1244-1,"cyclone, storm",rombol,,,BarlowKillian2023
tomo1244-1-0515,tomo1244-1,crops,rosi,e=rosi (pl),,BarlowKillian2023
tomo1244-1-0516,tomo1244-1,"dust; fog, snow",simui,e=simui (pl); da-simui (prefix /da-/),,BarlowKillian2023
tomo1244-1-0517,tomo1244-1,hole; door,tarmar,e=tarmar (pl); buŋ-tarmar (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0518,tomo1244-1,morning,tenimran,e=tenimran (pl),cf. /nim/ 'round',BarlowKillian2023
tomo1244-1-0519,tomo1244-1,"midday, noon",teŋha,,cf. /ha/ 'sun',BarlowKillian2023
tomo1244-1-0520,tomo1244-1,"bay, harbor",tluŋ,,,BarlowKillian2023
tomo1244-1-0521,tomo1244-1,footprint,tomonian,,,BarlowKillian2023
tomo1244-1-0522,tomo1244-1,channel,toŋlo,,,BarlowKillian2023
tomo1244-1-0523,tomo1244-1,"light (of fire, sun, etc.)",βaram,,does this also mean 'clean' (as opposed to 'dirty')?,BarlowKillian2023
tomo1244-1-0524,tomo1244-1,cloud,βarhek,e=βarhek (pl),"also /gomil/; /iga/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0525,tomo1244-1,seafoam,βusβus,,reduplication,BarlowKillian2023
tomo1244-1-0526,tomo1244-1,house,bale,"ne=bale (sg), ro=bale (du), e=bale (pl); buŋ-bale ('round house') (prefix /buŋ-/); la-bale ('unfinished house') (prefix /la-/)",,BarlowKillian2023
tomo1244-1-0527,tomo1244-1,toilet,bale blik,,"literally 'house bad'; also /mam/, /map/",BarlowKillian2023
tomo1244-1-0528,tomo1244-1,wall,betono,,"also /loβu/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0529,tomo1244-1,roof,bla lo bale,,"literally 'head of house'; calque from Tok Pisin?; also /kupel/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0530,tomo1244-1,"trap, trap for catching land animals",bour,,,BarlowKillian2023
tomo1244-1-0531,tomo1244-1,song,bun,"ne=bun (sg), e=bun (pl)",,BarlowKillian2023
tomo1244-1-0532,tomo1244-1,magic (TP: sanguma),buroŋ,,"prefix /bu-/, from prefix /buŋ-/?; cf. /roŋgomi/ 'crocodile'",BarlowKillian2023
tomo1244-1-0533,tomo1244-1,drum,daram,,loan from Tok Pisin /dram/ 'drum',BarlowKillian2023
tomo1244-1-0534,tomo1244-1,men's house (TP: haus boi),dono,e=dono (pl); buŋ-dono (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0535,tomo1244-1,trash pile,donoʝu,,cf. /dono/ 'men's house'; cf. /ʝu/ 'fire'; cf. /ʝu/ 'hair',BarlowKillian2023
tomo1244-1-0536,tomo1244-1,shield,glie,ŋ=glie (sg),"Simon Mangil: <nglie> ~ <glie> ~ <gullie>; loan from Sulka? (cf. Parkinson 1907: 778: <a gólie> 'Schild' ['shield']); loan from Mengen? (cf. Parkinson 1907: 778: <galéi ta> 'Schild' ['shield']; cf. Madden 2006: 8: <galiau> 'tribe, line, group; shield'); cf. Nakanai <galiau> (Johnston 1980: 255); also /glie/; also /gulie/",BarlowKillian2023
tomo1244-1-0537,tomo1244-1,ball,gole,,same as 'to be happy'?,BarlowKillian2023
tomo1244-1-0538,tomo1244-1,peace,guararik,,cf. /gua/ 'hand'; cf. /kairarik/ 'to steal',BarlowKillian2023
tomo1244-1-0539,tomo1244-1,shield,gulie,e=gulie (pl); ka-gulie (prefix /ka-/),"Simon Mangil: <nglie> ~ <glie> ~ <gullie>; loan from Sulka? (cf. Parkinson 1907: 778: <a gólie> 'Schild' ['shield']); loan from Mengen? (cf. Parkinson 1907: 778: <galéi ta> 'Schild' ['shield']; cf. Madden 2006: 8: <galiau> 'tribe, line, group; shield'); cf. Nakanai <galiau> (Johnston 1980: 255); also /glie/",BarlowKillian2023
tomo1244-1-0540,tomo1244-1,"spears, arrows (plural)",hodie,"nodie (sg), e=hodie (pl)",/h/ might imply plural; cf. /nodie/ 'spear',BarlowKillian2023
tomo1244-1-0541,tomo1244-1,earth oven (TP: mumu),hum,"ŋ=hum (sg), e=hum (pl); buŋ-hum (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0542,tomo1244-1,top,ʝali,,also /mta/,BarlowKillian2023
tomo1244-1-0543,tomo1244-1,fence,ka,"ŋ=ka (sg), e=ka (pl)",same as 'heel'?; same as 'parrot'?,BarlowKillian2023
tomo1244-1-0544,tomo1244-1,jewelry type (earring or nosering),kalaŋ,e=kalaŋ (pl); buŋ-kalaŋ (prefix /buŋ-/),prefix /ka-/?; loan from Tok Pisin /kalang/ 'earring'?,BarlowKillian2023
tomo1244-1-0545,tomo1244-1,fishing line,katunil,,prefix /ka-/ with /tunil/ 'fishing hook',BarlowKillian2023
tomo1244-1-0546,tomo1244-1,salt (made from ashes),ke,"ŋ=ke (sg), e=ke (pl)",same as '2sg'?; also /toŋke/,BarlowKillian2023
tomo1244-1-0547,tomo1244-1,"pain, to ache (of the head)",kinkin,e=kinkin (pl),reduplication; noun and verb; cf. /makinkini/ 'mosquito',BarlowKillian2023
tomo1244-1-0548,tomo1244-1,piercing of the nose (performed for girls' initiation rites),kon blodu,kon blodu-n (3sg),literally 'to cut nose',BarlowKillian2023
tomo1244-1-0549,tomo1244-1,walking stick,kontolo,ka-kontolo (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0550,tomo1244-1,cradle of a sling,kuli,e=kuli (pl),,BarlowKillian2023
tomo1244-1-0551,tomo1244-1,canoe,labuhe,"ne=labuhe (sg), e=labuhe (pl)",prefix /la-/ with /buhe/ 'belly',BarlowKillian2023
tomo1244-1-0552,tomo1244-1,"container, box",laŋom,"laŋom ta-n (3sg), laŋom a (before noun)",prefix /la-/ with /ŋom/ 'eye',BarlowKillian2023
tomo1244-1-0553,tomo1244-1,basket,larat,"ro=larat (du), e=larat (pl) [from Ross (1980): <rolarat>, <elarat>]","loan from Sulka? (or other language?); cf. Reesink (2005: 155): <rat> 'basket'; with prefix /la-/ added?; also /ŋorat/, /ral/",BarlowKillian2023
tomo1244-1-0554,tomo1244-1,jewelry worn by women,lep,,cf. /mlep/ 'coconut cream',BarlowKillian2023
tomo1244-1-0555,tomo1244-1,"magic (TP: puripuri, malira)",ler,ne=ler (sg),same as 'to sleep'?; also /puler/,BarlowKillian2023
tomo1244-1-0556,tomo1244-1,"pain, ache; to hurt, to be in pain, to ache",loban,e=loban (pl),noun and verb; cf. Grace (1955a): <loban> 'moan'; cf. /ban/ 'beam (of sunlight)'; cf. /norban/ 'fever',BarlowKillian2023
tomo1244-1-0557,tomo1244-1,question,loŋ,"ne=loŋ (sg), e=loŋ (pl)",same as 'to hear'?,BarlowKillian2023
tomo1244-1-0558,tomo1244-1,drum type (hand drum; TP: kundu),mabu,buŋ-mabu (prefix /buŋ-/),,BarlowKillian2023
